experiment_filename,original_filename,subcategory,category,memorability_score,type
lowmem_19.jpg,n07720875_10162.jpg,bell pepper,food,0.69047619047619,lowmem
lowmem_20.jpg,n07720875_7739.jpg,bell pepper,food,0.643478260869565,lowmem
highmem_21.jpg,n02834778_7050.jpg,bicycle,vehicle,0.926315789473684,highmem
highmem_22.jpg,000000249815.jpg,bicycle,vehicle,0.914893617021277,highmem
lowmem_21.jpg,n02834778_3171.jpg,bicycle,vehicle,0.592307692307692,lowmem
lowmem_22.jpg,n02834778_4359.jpg,bicycle,vehicle,0.411764705882353,lowmem
highmem_23.jpg,n07679356_30714.jpg,bread,food,0.935483870967742,highmem
highmem_24.jpg,n07680932_26289.jpg,bread,food,0.929411764705882,highmem
lowmem_23.jpg,n07680932_19004.jpg,bread,food,0.66,lowmem
lowmem_24.jpg,n07679356_28936.jpg,bread,food,0.607142857142857,lowmem
highmem_25.jpg,n07574602_27391.jpg,breakfast,food,0.918367346938776,highmem
highmem_26.jpg,n07574602_25237.jpg,breakfast,food,0.914893617021277,highmem
lowmem_25.jpg,n07574602_26959.jpg,breakfast,food,0.551724137931034,lowmem
lowmem_26.jpg,000000491888.jpg,breakfast,food,0.423076923076923,lowmem
highmem_27.jpg,000000118543.jpg,broccoli,food,0.918181818181818,highmem
highmem_28.jpg,000000558809.jpg,broccoli,food,0.907407407407407,highmem
lowmem_27.jpg,000000370399.jpg,broccoli,food,0.594059405940594,lowmem
lowmem_28.jpg,000000197597.jpg,broccoli,food,0.561797752808989,lowmem
highmem_29.jpg,n07880968_155.jpg,burrito,food,0.954022988505747,highmem
highmem_30.jpg,n07880968_6026.jpg,burrito,food,0.917647058823529,highmem
lowmem_29.jpg,n07880968_3005.jpg,burrito,food,0.656565656565657,lowmem
lowmem_30.jpg,n07880968_6256.jpg,burrito,food,0.617021276595745,lowmem
highmem_31.jpg,000000282631.jpg,bus,vehicle,0.89622641509434,highmem
highmem_32.jpg,000000331198.jpg,bus,vehicle,0.89622641509434,highmem
lowmem_31.jpg,n02924116_76766.jpg,bus,vehicle,0.551724137931034,lowmem
lowmem_32.jpg,000000302964.jpg,bus,vehicle,0.510869565217391,lowmem
