"rep","N","p","conv_ok"
95,20,0.000827325769722718,FALSE
95,30,0.001700515965255,FALSE
95,40,0.000106511373508228,TRUE
95,50,0.000477298586576738,TRUE
95,60,8.49588115666409e-07,TRUE
95,80,1.18899930434598e-05,TRUE
95,100,1.35941057158624e-06,TRUE
96,15,0.00108528842687899,TRUE
96,20,0.00213422912935192,TRUE
96,30,0.00472227490648039,FALSE
96,40,0.000140317245171944,FALSE
96,50,3.64945798282004e-05,FALSE
96,60,7.11904306336258e-06,TRUE
96,80,4.93091330855825e-08,TRUE
96,100,2.02234764727541e-08,TRUE
97,15,0.0386346924864253,TRUE
97,20,0.266960342689595,TRUE
97,30,5.05532023488458e-05,FALSE
97,40,6.22318930905605e-05,TRUE
97,50,0.00023098190504502,FALSE
97,60,2.74269083169573e-07,TRUE
97,80,1.45719537003817e-05,TRUE
97,100,4.18368064347074e-06,FALSE
98,15,0.00285908213148409,TRUE
98,20,0.0106629103032571,TRUE
98,30,0.110382404519221,TRUE
98,40,2.68722693997443e-05,TRUE
98,50,1.08141217027365e-05,TRUE
98,60,2.31315026657675e-05,TRUE
98,80,9.52068003765205e-07,TRUE
98,100,4.1425069339885e-09,TRUE
99,15,0.00802708258825263,TRUE
99,20,0.0404117578800565,TRUE
99,30,0.0147932789526443,TRUE
99,40,8.13877180735872e-05,TRUE
99,50,0.0262131283313247,TRUE
99,60,0.000570487123789524,TRUE
99,80,0.00027633954851224,TRUE
99,100,1.19819785214581e-06,TRUE
100,15,0.00233766336432246,TRUE
100,20,0.0336555769887283,TRUE
100,30,0.00266589170481936,TRUE
100,40,1.39417284950158e-05,TRUE
100,50,5.41874930773099e-05,TRUE
100,60,5.91035262577007e-05,TRUE
100,80,1.05811018540499e-05,TRUE
100,100,5.69752153310743e-07,TRUE
101,15,0.0165144305075461,TRUE
101,20,0.0128425687186228,TRUE
101,30,0.0120885549061641,TRUE
101,40,0.00639402025326583,TRUE
101,50,1.22356388037883e-05,TRUE
101,60,0.000355563112931793,FALSE
101,80,4.37419115465094e-06,TRUE
101,100,2.4783978265964e-06,TRUE
102,15,0.00193759282831715,FALSE
102,20,0.0165189382673886,TRUE
102,30,0.00439659207957764,TRUE
102,40,0.000832168754088861,TRUE
102,50,5.85256393150054e-06,TRUE
102,60,6.28819224253994e-05,TRUE
102,80,7.14406103000616e-06,TRUE
102,100,1.35913316873425e-08,TRUE
103,15,0.0030055321037615,TRUE
103,20,0.000116751257375811,TRUE
103,30,0.0116774426020908,TRUE
103,40,0.00450446133837124,TRUE
103,50,0.00791778305147433,TRUE
103,60,0.0207948989886777,TRUE
103,80,0.000389531170502505,TRUE
103,100,6.37039277417472e-06,TRUE
104,15,0.0537232024965276,TRUE
104,20,0.00105314091485206,TRUE
104,30,0.00337449715781009,TRUE
104,40,5.06288591812243e-05,TRUE
104,50,9.72161906263679e-05,TRUE
104,60,7.07860310458216e-07,TRUE
104,80,4.39034979668528e-06,TRUE
104,100,1.91623368074242e-07,TRUE
105,15,0.00153587590580119,TRUE
105,20,0.00114040523458881,TRUE
105,30,0.00318405338619037,TRUE
105,40,9.64137415435568e-08,TRUE
105,50,5.84680269835992e-06,TRUE
105,60,7.39994543953838e-06,FALSE
105,80,2.38529868975619e-07,TRUE
105,100,4.51615837723013e-10,TRUE
106,15,0.0778520387990321,TRUE
106,20,0.00714919254604392,TRUE
106,30,0.102235026229139,TRUE
106,40,0.0130049331455737,TRUE
106,50,0.0143011790978222,TRUE
106,60,0.000587263220028919,TRUE
106,80,7.89212618782094e-07,TRUE
106,100,4.61334329522106e-07,TRUE
107,15,0.413447711215704,TRUE
107,20,0.640695461233207,TRUE
107,30,0.0767685455392147,TRUE
107,40,0.061175499565919,TRUE
107,50,0.0408713370595243,TRUE
107,60,0.00843911454757344,TRUE
107,80,0.00166934235298212,TRUE
107,100,0.00146256020188243,TRUE
108,15,0.285880134360168,TRUE
108,20,0.0217863919030708,TRUE
108,30,0.00331097534132685,TRUE
108,40,0.000627528994676321,TRUE
108,50,5.70017080174518e-05,TRUE
108,60,0.000840787627471369,TRUE
108,80,1.32223308563713e-05,TRUE
108,100,1.83257973925674e-06,TRUE
109,15,0.0199445138007131,FALSE
109,20,0.0187370483971424,TRUE
109,30,0.00176141430385211,TRUE
109,40,9.6153177172706e-06,TRUE
109,50,0.000123722097386264,TRUE
109,60,1.2161113598711e-05,TRUE
109,80,1.71221064304131e-06,TRUE
109,100,1.50909075133052e-06,TRUE
110,15,0.970626786865913,TRUE
110,20,0.575019588082907,TRUE
110,30,0.0079705468857745,TRUE
110,40,0.123424699294266,TRUE
110,50,0.00858763338398249,TRUE
110,60,0.0110351242443382,FALSE
110,80,0.0349823996754623,TRUE
110,100,0.0132937245527873,TRUE
111,15,0.223192072098131,TRUE
111,20,0.0495661832833754,TRUE
111,30,0.0905373911207554,TRUE
111,40,0.000275772271701088,TRUE
111,50,0.000613450811818563,TRUE
111,60,2.15200062411048e-07,TRUE
111,80,2.02803285285228e-06,TRUE
111,100,4.93667470900793e-08,TRUE
112,15,0.0374100183347531,TRUE
112,20,0.0427755678756617,TRUE
112,30,0.00159736771757947,FALSE
112,40,0.072883925381956,TRUE
112,50,0.00147829638106839,FALSE
112,60,7.77384924627701e-05,TRUE
112,80,0.000643477439638236,TRUE
112,100,3.99941417976882e-05,TRUE
113,15,0.00510688612648841,TRUE
113,20,0.18438886895775,FALSE
113,30,0.117914500760011,TRUE
113,40,0.0167035634578406,TRUE
113,50,0.000471995174560743,TRUE
113,60,0.00871557122862255,TRUE
113,80,0.0032606517670903,FALSE
113,100,0.00298078661459009,TRUE
114,15,0.00336271914810218,TRUE
114,20,1.27811962049048e-07,FALSE
114,30,0.000159899765144795,TRUE
114,40,1.38855026566311e-08,TRUE
114,50,9.83563213716231e-08,FALSE
114,60,2.45893493060585e-07,TRUE
114,80,8.53778654007964e-12,TRUE
114,100,8.31126780626594e-13,TRUE
115,15,0.120686834924705,TRUE
115,20,0.180192724752239,TRUE
115,30,0.00799416461626496,TRUE
115,40,0.0984867209435646,TRUE
115,50,0.119140150113469,TRUE
115,60,0.000527979152747143,TRUE
115,80,0.000303872453682761,TRUE
115,100,5.40092630214077e-05,TRUE
116,15,0.0605547028743283,TRUE
116,20,0.0284830020402341,TRUE
116,30,0.0296846282009599,TRUE
116,40,0.000663808701128551,TRUE
116,50,6.81029395500558e-06,TRUE
116,60,0.00235322531955215,TRUE
116,80,8.99283124516122e-07,TRUE
116,100,3.8340953823078e-07,TRUE
117,15,0.00800499767910257,TRUE
117,20,0.229153068676407,TRUE
117,30,0.00454733207810997,TRUE
117,40,0.00676961813252822,TRUE
117,50,0.0051472498315274,TRUE
117,60,2.25955719841491e-06,TRUE
117,80,7.98027773466772e-06,TRUE
117,100,5.97916160504074e-06,TRUE
118,15,0.012636429997726,TRUE
118,20,0.203194346485639,TRUE
118,30,0.000339520882801925,TRUE
118,40,0.00811073924097894,TRUE
118,50,0.00401094338015613,TRUE
118,60,7.73697447467985e-06,TRUE
118,80,6.50719079538232e-07,TRUE
118,100,4.90414149407256e-07,TRUE
119,15,0.124857036457394,TRUE
119,20,0.0191685264956879,TRUE
119,30,0.0163065491149869,TRUE
119,40,2.62241211827738e-05,TRUE
119,50,1.01150794003365e-05,TRUE
119,60,0.000694111628207397,TRUE
119,80,3.4961233304653e-06,TRUE
119,100,3.10844002534145e-07,TRUE
120,15,0.0023988861998671,TRUE
120,20,0.0954983061290175,FALSE
120,30,0.0426287945423445,TRUE
120,40,0.00122237571272491,TRUE
120,50,0.00562824014401616,TRUE
120,60,0.000363341643066831,TRUE
120,80,0.00241634887115342,FALSE
120,100,0.000763989070877675,TRUE
121,15,0.0747751208597104,TRUE
121,20,0.0164283247331284,TRUE
121,30,0.0115179433973027,TRUE
121,40,0.00195903682183518,TRUE
121,50,1.9108949257639e-05,TRUE
121,60,0.000854137262505748,TRUE
121,80,0.00117367348944071,TRUE
121,100,3.07963897431898e-06,TRUE
122,15,0.0252237945752688,FALSE
122,20,0.115836702867645,TRUE
122,30,0.00413066390320802,TRUE
122,40,0.229932863312389,TRUE
122,50,0.0091068583147296,TRUE
122,60,0.00450365236283128,TRUE
122,80,0.00880003593193336,TRUE
122,100,0.00218000778932898,TRUE
123,15,0.0499348929383405,TRUE
123,20,0.0110124304483415,TRUE
123,30,0.00776448295979293,TRUE
123,40,9.20332251203178e-05,TRUE
123,50,0.000308170004506238,TRUE
123,60,1.51561777105516e-06,FALSE
123,80,2.10842694414055e-06,TRUE
123,100,1.699323843731e-08,FALSE
124,15,0.548183009314981,TRUE
124,20,0.27096682771648,TRUE
124,30,0.013917672133801,TRUE
124,40,0.012577963744651,TRUE
124,50,0.000539404786244701,TRUE
124,60,0.00374676127657939,TRUE
124,80,0.000455200381348889,TRUE
124,100,0.000207099864316886,TRUE
125,15,0.010079109169272,TRUE
125,20,0.126223057954417,TRUE
125,30,0.0290985710319515,TRUE
125,40,0.000263941648682501,TRUE
125,50,3.96413159533742e-06,TRUE
125,60,2.04696517906187e-06,TRUE
125,80,1.2786454005465e-09,TRUE
125,100,1.65738563742644e-08,TRUE
126,15,0.00155825582756671,TRUE
126,20,0.0228180794287144,TRUE
126,30,0.00155183894971755,TRUE
126,40,0.0276443477686013,FALSE
126,50,0.00645272235086299,FALSE
126,60,0.000248296166058476,TRUE
126,80,3.81016131003967e-06,TRUE
126,100,3.50790448849411e-06,FALSE
127,15,0.0103351338107109,TRUE
127,20,0.000255513877350946,TRUE
127,30,0.000761173806366652,TRUE
127,40,0.000165901897128709,TRUE
127,50,0.000951537679719024,TRUE
127,60,3.4508747996967e-05,TRUE
127,80,5.40662351650434e-07,TRUE
127,100,1.32215269377672e-07,TRUE
128,15,0.0408503682242716,TRUE
128,20,0.22792338662544,TRUE
128,30,0.002574488532904,TRUE
128,40,0.025278456777792,FALSE
128,50,0.000165181284008041,TRUE
128,60,7.14085875189251e-05,TRUE
128,80,5.57458228811781e-08,TRUE
128,100,1.66354092174168e-06,TRUE
129,15,0.284685837478519,TRUE
129,20,0.00203382856131402,TRUE
129,30,0.0095450245948426,TRUE
129,40,0.00306268166579307,TRUE
129,50,0.00879126531242208,TRUE
129,60,0.00183671925087581,TRUE
129,80,0.000355289274729792,TRUE
129,100,6.68838605703569e-06,TRUE
130,15,0.852905909444173,TRUE
130,20,0.0368968739935424,TRUE
130,30,0.000153553105814348,TRUE
130,40,6.95277285593574e-06,TRUE
130,50,8.26875548484397e-09,TRUE
130,60,1.30140258428315e-10,TRUE
130,80,1.39517782318876e-08,TRUE
130,100,5.65975538441194e-14,TRUE
131,15,0.0154914622004426,TRUE
131,20,0.0501867103591848,TRUE
131,30,0.000186057482566285,TRUE
131,40,0.000157945002367707,TRUE
131,50,6.15765222523182e-05,TRUE
131,60,0.000161700511397218,TRUE
131,80,7.00749879379742e-05,TRUE
131,100,3.87981352003094e-06,TRUE
132,15,0.112707139859197,TRUE
132,20,0.200549991959248,TRUE
132,30,0.000346630982129884,TRUE
132,40,0.000300780562821316,TRUE
132,50,0.0431996309152165,TRUE
132,60,0.000209427794645304,TRUE
132,80,5.69186697441242e-05,TRUE
132,100,0.000161939492669901,TRUE
133,15,0.0345947772908029,TRUE
133,20,0.00044733186423023,FALSE
133,30,0.00281859684270328,TRUE
133,40,0.161644413336739,TRUE
133,50,0.000909913974695835,TRUE
133,60,6.05662825737342e-05,FALSE
133,80,3.33305761760417e-07,TRUE
133,100,2.73493690596174e-08,TRUE
134,15,0.121362205851613,TRUE
134,20,0.00381264411813198,TRUE
134,30,0.000261719716190814,TRUE
134,40,0.00121308709035455,TRUE
134,50,5.61959435091907e-06,TRUE
134,60,2.76289490823544e-05,TRUE
134,80,2.85577246703562e-06,TRUE
134,100,2.38768199146234e-08,TRUE
135,15,0.00558747170320564,TRUE
135,20,6.85206752639511e-05,FALSE
135,30,0.0186349771244277,TRUE
135,40,0.00163208370777919,TRUE
135,50,0.029261439129468,TRUE
135,60,0.0113795008684206,TRUE
135,80,0.00120046876912691,TRUE
135,100,0.000290185846630435,TRUE
136,15,0.920610999159967,FALSE
136,20,0.800388180006533,TRUE
136,30,0.123574071196264,TRUE
136,40,0.0024657941215847,TRUE
136,50,0.0104254902404667,TRUE
136,60,0.000717043272505013,TRUE
136,80,7.73904963894213e-07,TRUE
136,100,1.53909146534883e-06,FALSE
137,15,0.162549806131342,TRUE
137,20,0.940524597789759,TRUE
137,30,0.0025229978716494,TRUE
137,40,3.40071595728867e-06,TRUE
137,50,0.00035627705112139,TRUE
137,60,0.000720981763757,TRUE
137,80,0.00379941474778268,TRUE
137,100,2.05210782265526e-05,TRUE
138,15,0.14875804937292,TRUE
138,20,0.00345788824908757,TRUE
138,30,0.00108919515153996,FALSE
138,40,0.027183730108293,TRUE
138,50,0.00267013624442274,TRUE
138,60,0.00176872539790152,TRUE
138,80,0.000345745374676494,FALSE
138,100,0.00022429461024537,TRUE
139,15,0.0535580613325778,TRUE
139,20,0.532918774783779,TRUE
139,30,0.0531455436275386,TRUE
139,40,0.0219585324978511,TRUE
139,50,0.000268332478057775,TRUE
139,60,4.29491711487188e-06,TRUE
139,80,7.14098309621999e-05,TRUE
139,100,2.25302681581594e-05,TRUE
140,15,0.673971202051363,TRUE
140,20,0.0309216769935663,TRUE
140,30,0.00641379953733521,TRUE
140,40,0.111342107605936,TRUE
140,50,0.0209550134820798,TRUE
140,60,0.0013437390706725,TRUE
140,80,0.00393937621027637,TRUE
140,100,0.00734770866505465,TRUE
141,15,0.0802933667320105,FALSE
141,20,0.187381508460005,TRUE
141,30,0.0639171219225752,TRUE
141,40,0.00281107900321892,TRUE
141,50,1.54361447798424e-05,TRUE
141,60,0.00132319078798731,TRUE
141,80,0.000427583884152056,TRUE
141,100,9.20189013384642e-05,TRUE
142,15,0.848706765418183,TRUE
142,20,0.0103262030734911,TRUE
142,30,0.045693223341731,TRUE
142,40,0.00443221017763912,TRUE
142,50,0.00758729551896761,TRUE
142,60,0.00100269914922423,TRUE
142,80,4.01230942691479e-06,TRUE
142,100,2.26348974475353e-05,TRUE
143,15,0.00396645215220767,FALSE
143,20,0.131921991640782,TRUE
143,30,0.00763430689041464,TRUE
143,40,0.00231184182713303,TRUE
143,50,4.17307054156576e-05,FALSE
143,60,0.00107084460132592,TRUE
143,80,3.67639989781179e-07,TRUE
143,100,3.47287380862995e-06,TRUE
144,15,0.320006575755701,TRUE
144,20,0.0013618289701321,TRUE
144,30,0.0117267504387646,TRUE
144,40,0.00960966489097775,TRUE
144,50,0.0882541782184858,TRUE
144,60,0.0164330127663547,TRUE
144,80,0.0652855347633196,TRUE
144,100,0.0024260910680429,TRUE
145,15,0.487679082148487,TRUE
145,20,NA,TRUE
145,30,0.000886606101578028,TRUE
145,40,0.00183724722815724,FALSE
145,50,0.00125212671996796,FALSE
145,60,0.0117507495460739,TRUE
145,80,0.00468270601525018,TRUE
145,100,0.000264230583094607,TRUE
146,15,0.0459081001784935,TRUE
146,20,0.00203539250984597,TRUE
146,30,0.00803643038015407,TRUE
146,40,0.000202923617980206,FALSE
146,50,0.00261572903374593,FALSE
146,60,6.82918126824886e-05,TRUE
146,80,4.52660209257348e-07,TRUE
146,100,2.00775524421772e-08,TRUE
147,15,2.89627400334294e-08,FALSE
147,20,0.000811366384871637,TRUE
147,30,8.28233488902406e-07,TRUE
147,40,2.99778512632311e-05,TRUE
147,50,4.20278332703537e-07,TRUE
147,60,1.85975045150922e-11,TRUE
147,80,3.01917231860665e-13,TRUE
147,100,1.74532207866953e-14,TRUE
148,15,0.805341944876764,TRUE
148,20,0.00105765574105954,TRUE
148,30,0.00507346087829146,TRUE
148,40,0.00291038972320596,TRUE
148,50,0.000146124884474508,TRUE
148,60,8.95652944623412e-05,TRUE
148,80,5.03095128942715e-06,TRUE
148,100,6.4359740066024e-06,TRUE
149,15,0.690567716083536,FALSE
149,20,0.636582131087779,TRUE
149,30,0.208235084563117,TRUE
149,40,0.00142571313772737,TRUE
149,50,0.000229958585837681,TRUE
149,60,0.00521826676411216,TRUE
149,80,0.00399177464061838,FALSE
149,100,0.000559206083111931,TRUE
150,15,0.0483920373693428,FALSE
150,20,0.00241592800698327,TRUE
150,30,0.0621635262539273,TRUE
150,40,0.000660699991889961,TRUE
150,50,0.00135066132205367,TRUE
150,60,0.00277513934062024,TRUE
150,80,0.000274618915167204,FALSE
150,100,0.000400900695935596,TRUE
