concept_id,memorability_bin,image_name,image_filepath,source_path,memorability_score,recognizability,nameability,concreteness_score,memorability_percentile,things_file_path,category27_label,category27_id,things_category,selection_source
boa,mid,boa_07s.jpg,images/boa_07s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/boa/boa_07s.jpg,0.794871795,0.277777778,0.529411765,4.92,48.825940396843635,boa/boa_07s.jpg,clothing accessory,5,clothing accessory,milp
bow1,mid,bow1_01b.jpg,images/bow1_01b.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/bow1/bow1_01b.jpg,0.794871795,0.5,0.947368421,4.61,48.825940396843635,bow1/bow1_01b.jpg,clothing accessory,5,clothing accessory,milp
bracelet2,mid,bracelet2_08s.jpg,images/bracelet2_08s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/bracelet2/bracelet2_08s.jpg,0.794871795,0.363636364,0.944444444,4.96,48.825940396843635,bracelet2/bracelet2_08s.jpg,clothing accessory,5,clothing accessory,milp
buckle,mid,buckle_07s.jpg,images/buckle_07s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/buckle/buckle_07s.jpg,0.794871795,0.214285714,0.941176471,4.71,48.825940396843635,buckle/buckle_07s.jpg,clothing accessory,5,clothing accessory,milp
button1,mid,button1_08s.jpg,images/button1_08s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/button1/button1_08s.jpg,0.794871795,0.0,1.0,4.96,48.825940396843635,button1/button1_08s.jpg,clothing accessory,5,clothing accessory,milp
patch,mid,patch_14s.jpg,images/patch_14s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/patch/patch_14s.jpg,0.795454545,0.384615385,0.95,4.7,49.99233892591741,patch/patch_14s.jpg,clothing accessory,5,clothing accessory,milp
bin,mid,bin_06s.jpg,images/bin_06s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/bin/bin_06s.jpg,0.794871795,0.153846154,0.526315789,4.72,48.825940396843635,bin/bin_06s.jpg,container,6,container,milp
birdbath,mid,birdbath_09s.jpg,images/birdbath_09s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/birdbath/birdbath_09s.jpg,0.794871795,0.692307692,0.736842105,4.96,48.825940396843635,birdbath/birdbath_09s.jpg,container,6,container,milp
box,mid,box_11s.jpg,images/box_11s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/box/box_11s.jpg,0.794871795,0.923076923,0.944444444,4.9,48.825940396843635,box/box_11s.jpg,container,6,container,milp
container,mid,container_05s.jpg,images/container_05s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/container/container_05s.jpg,0.794871795,0.733333333,0.8125,4.85,48.825940396843635,container/container_05s.jpg,container,6,container,milp
dustpan,mid,dustpan_10s.jpg,images/dustpan_10s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/dustpan/dustpan_10s.jpg,0.794871795,0.833333333,0.277777778,5.0,48.825940396843635,dustpan/dustpan_10s.jpg,container,6,container,milp
hatbox,mid,hatbox_11s.jpg,images/hatbox_11s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/hatbox/hatbox_11s.jpg,0.794871795,0.125,0.526315789,4.86,48.825940396843635,hatbox/hatbox_11s.jpg,container,6,container,milp
birthday_cake,mid,birthday_cake_15s.jpg,images/birthday_cake_15s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/birthday_cake/birthday_cake_15s.jpg,0.794871795,0.428571429,0.294117647,4.93,48.825940396843635,birthday_cake/birthday_cake_15s.jpg,dessert,7,dessert,milp
cake_mix,mid,cake_mix_11s.jpg,images/cake_mix_11s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/cake_mix/cake_mix_11s.jpg,0.794871795,0.5,0.315789474,4.89,48.825940396843635,cake_mix/cake_mix_11s.jpg,dessert,7,dessert,milp
crepe,mid,crepe_16s.jpg,images/crepe_16s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/crepe/crepe_16s.jpg,0.794871795,0.25,0.882352941,4.5,48.825940396843635,crepe/crepe_16s.jpg,dessert,7,dessert,milp
donut,mid,donut_05s.jpg,images/donut_05s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/donut/donut_05s.jpg,0.794871795,0.9375,0.722222222,4.93,48.825940396843635,donut/donut_05s.jpg,dessert,7,dessert,milp
muffin,mid,muffin_11n.jpg,images/muffin_11n.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/muffin/muffin_11n.jpg,0.794871795,0.3125,0.55,4.78,48.825940396843635,muffin/muffin_11n.jpg,dessert,7,dessert,milp
pie,mid,pie_15s.jpg,images/pie_15s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/pie/pie_15s.jpg,0.794871795,0.533333333,0.823529412,4.92,48.825940396843635,pie/pie_15s.jpg,dessert,7,dessert,milp
beer,mid,beer_11s.jpg,images/beer_11s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/beer/beer_11s.jpg,0.8,0.916666667,0.875,4.88,51.90569217804336,beer/beer_11s.jpg,drink,8,drink,milp
drink,mid,drink_04s.jpg,images/drink_04s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/drink/drink_04s.jpg,0.794871795,0.333333333,0.529411765,4.76,48.825940396843635,drink/drink_04s.jpg,drink,8,drink,milp
lemonade,mid,lemonade_05s.jpg,images/lemonade_05s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/lemonade/lemonade_05s.jpg,0.804878049,0.375,0.8,4.83,55.14441124645675,lemonade/lemonade_05s.jpg,drink,8,drink,milp
milkshake,mid,milkshake_07s.jpg,images/milkshake_07s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/milkshake/milkshake_07s.jpg,0.794871795,0.285714286,0.294117647,4.97,48.825940396843635,milkshake/milkshake_07s.jpg,drink,8,drink,milp
smoothie,mid,smoothie_08s.jpg,images/smoothie_08s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/smoothie/smoothie_08s.jpg,0.789473684,0.333333333,0.722222222,4.62,46.575499885083886,smoothie/smoothie_08s.jpg,drink,8,drink,milp
soda,mid,soda_11s.jpg,images/soda_11s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/soda/soda_11s.jpg,0.8,0.0,0.0,4.97,51.90569217804336,soda/soda_11s.jpg,drink,8,drink,milp
blower,mid,blower_08s.jpg,images/blower_08s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/blower/blower_08s.jpg,0.794871795,0.647058824,1.0,4.07,48.825940396843635,blower/blower_08s.jpg,electronic device,9,electronic device,milp
sewing_machine,mid,sewing_machine_05s.jpg,images/sewing_machine_05s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/sewing_machine/sewing_machine_05s.jpg,0.794871795,1.0,1.0,5.0,48.825940396843635,sewing_machine/sewing_machine_05s.jpg,electronic device,9,electronic device,milp
shredder,mid,shredder_14s.jpg,images/shredder_14s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/shredder/shredder_14s.jpg,0.794871795,0.785714286,0.9375,4.59,48.825940396843635,shredder/shredder_14s.jpg,electronic device,9,electronic device,milp
stereo,mid,stereo_06s.jpg,images/stereo_06s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/stereo/stereo_06s.jpg,0.794871795,0.5,0.631578947,4.63,48.825940396843635,stereo/stereo_06s.jpg,electronic device,9,electronic device,milp
television,mid,television_12s.jpg,images/television_12s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/television/television_12s.jpg,0.794871795,0.923076923,0.5,4.83,48.825940396843635,television/television_12s.jpg,electronic device,9,electronic device,milp
vending_machine,mid,vending_machine_03s.jpg,images/vending_machine_03s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/vending_machine/vending_machine_03s.jpg,0.794871795,0.6,0.947368421,4.9,48.825940396843635,vending_machine/vending_machine_03s.jpg,electronic device,9,electronic device,milp
cracker,mid,cracker_09s.jpg,images/cracker_09s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/cracker/cracker_09s.jpg,0.795454545,0.428571429,0.95,4.96,49.99233892591741,cracker/cracker_09s.jpg,food,10,food,milp
gyro,mid,gyro_09s.jpg,images/gyro_09s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/gyro/gyro_09s.jpg,0.795454545,0.230769231,0.647058824,4.46,49.99233892591741,gyro/gyro_09s.jpg,food,10,food,milp
licorice,mid,licorice_08s.jpg,images/licorice_08s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/licorice/licorice_08s.jpg,0.794871795,0.526315789,0.842105263,4.97,48.825940396843635,licorice/licorice_08s.jpg,food,10,food,milp
nacho,mid,nacho_14n.jpg,images/nacho_14n.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/nacho/nacho_14n.jpg,0.795454545,0.315789474,0.875,4.86,49.99233892591741,nacho/nacho_14n.jpg,food,10,food,milp
peanut,mid,peanut_12s.jpg,images/peanut_12s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/peanut/peanut_12s.jpg,0.794871795,0.75,0.947368421,4.89,48.825940396843635,peanut/peanut_12s.jpg,food,10,food,milp
tostada,mid,tostada_13s.jpg,images/tostada_13s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/tostada/tostada_13s.jpg,0.795454545,0.315789474,0.1,4.52,49.99233892591741,tostada/tostada_13s.jpg,food,10,food,milp
blackberry,mid,blackberry_04s.jpg,images/blackberry_04s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/blackberry/blackberry_04s.jpg,0.795454545,0.266666667,0.529411765,4.97,49.99233892591741,blackberry/blackberry_04s.jpg,fruit,11,fruit,milp
coconut,mid,coconut_13s.jpg,images/coconut_13s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/coconut/coconut_13s.jpg,0.794871795,0.923076923,0.944444444,4.79,48.825940396843635,coconut/coconut_13s.jpg,fruit,11,fruit,milp
mango,mid,mango_06s.jpg,images/mango_06s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/mango/mango_06s.jpg,0.794871795,0.666666667,0.692307692,5.0,48.825940396843635,mango/mango_06s.jpg,fruit,11,fruit,milp
plum,mid,plum_07n.jpg,images/plum_07n.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/plum/plum_07n.jpg,0.794871795,0.647058824,0.5,4.85,48.825940396843635,plum/plum_07n.jpg,fruit,11,fruit,milp
prune,mid,prune_01b.jpg,images/prune_01b.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/prune/prune_01b.jpg,0.794871795,0.411764706,0.647058824,4.7,48.825940396843635,prune/prune_01b.jpg,fruit,11,fruit,milp
strawberry,mid,strawberry_15n.jpg,images/strawberry_15n.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/strawberry/strawberry_15n.jpg,0.794871795,0.95,1.0,5.0,48.825940396843635,strawberry/strawberry_15n.jpg,fruit,11,fruit,milp
closet,mid,closet_03s.jpg,images/closet_03s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/closet/closet_03s.jpg,0.794871795,0.5,0.555555556,4.83,48.825940396843635,closet/closet_03s.jpg,furniture,12,furniture,milp
couch,mid,couch_01b.jpg,images/couch_01b.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/couch/couch_01b.jpg,0.794871795,0.235294118,0.666666667,4.71,48.825940396843635,couch/couch_01b.jpg,furniture,12,furniture,milp
counter,mid,counter_07s.jpg,images/counter_07s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/counter/counter_07s.jpg,0.794871795,0.142857143,0.736842105,4.17,48.825940396843635,counter/counter_07s.jpg,furniture,12,furniture,milp
dresser,mid,dresser_14s.jpg,images/dresser_14s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/dresser/dresser_14s.jpg,0.794871795,0.117647059,0.777777778,4.96,48.825940396843635,dresser/dresser_14s.jpg,furniture,12,furniture,milp
loveseat,mid,loveseat_06s.jpg,images/loveseat_06s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/loveseat/loveseat_06s.jpg,0.794871795,0.0,0.05,4.87,48.825940396843635,loveseat/loveseat_06s.jpg,furniture,12,furniture,milp
rocking_chair,mid,rocking_chair_07s.jpg,images/rocking_chair_07s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/rocking_chair/rocking_chair_07s.jpg,0.794871795,0.5,0.882352941,4.93,48.825940396843635,rocking_chair/rocking_chair_07s.jpg,furniture,12,furniture,milp
chandelier,mid,chandelier_07s.jpg,images/chandelier_07s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/chandelier/chandelier_07s.jpg,0.794871795,0.5625,1.0,4.79,48.825940396843635,chandelier/chandelier_07s.jpg,home decor,13,home decor,milp
frame,mid,frame_03s.jpg,images/frame_03s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/frame/frame_03s.jpg,0.794871795,0.928571429,0.947368421,4.3,48.825940396843635,frame/frame_03s.jpg,home decor,13,home decor,milp
lamp,mid,lamp_01b.jpg,images/lamp_01b.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/lamp/lamp_01b.jpg,0.795454545,0.875,1.0,4.97,49.99233892591741,lamp/lamp_01b.jpg,home decor,13,home decor,milp
pinecone,mid,pinecone_06s.jpg,images/pinecone_06s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/pinecone/pinecone_06s.jpg,0.794871795,0.916666667,0.352941176,4.85,48.825940396843635,pinecone/pinecone_06s.jpg,home decor,13,home decor,milp
scarecrow,mid,scarecrow_11s.jpg,images/scarecrow_11s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/scarecrow/scarecrow_11s.jpg,0.794871795,0.933333333,1.0,4.68,48.825940396843635,scarecrow/scarecrow_11s.jpg,home decor,13,home decor,milp
statue,mid,statue_13s.jpg,images/statue_13s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/statue/statue_13s.jpg,0.794871795,0.85,0.8125,4.93,48.825940396843635,statue/statue_13s.jpg,home decor,13,home decor,milp
burner,mid,burner_06s.jpg,images/burner_06s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/burner/burner_06s.jpg,0.794871795,0.705882353,0.736842105,4.78,48.825940396843635,burner/burner_06s.jpg,kitchen appliance,15,kitchen appliance,milp
coffeemaker,mid,coffeemaker_12s.jpg,images/coffeemaker_12s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/coffeemaker/coffeemaker_12s.jpg,0.804878049,0.714285714,0.933333333,4.93,55.14441124645675,coffeemaker/coffeemaker_12s.jpg,kitchen appliance,15,kitchen appliance,milp
freezer,mid,freezer_04s.jpg,images/freezer_04s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/freezer/freezer_04s.jpg,0.789473684,0.714285714,0.823529412,4.87,46.575499885083886,freezer/freezer_04s.jpg,kitchen appliance,15,kitchen appliance,milp
juicer2,mid,juicer2_12s.jpg,images/juicer2_12s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/juicer2/juicer2_12s.jpg,0.789473684,0.785714286,0.705882353,4.48,46.575499885083886,juicer2/juicer2_12s.jpg,kitchen appliance,15,kitchen appliance,milp
slicer,mid,slicer_08s.jpg,images/slicer_08s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/slicer/slicer_08s.jpg,0.795454545,0.611111111,0.888888889,4.72,49.99233892591741,slicer/slicer_08s.jpg,kitchen appliance,15,kitchen appliance,milp
water_filter,mid,water_filter_03s.jpg,images/water_filter_03s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/water_filter/water_filter_03s.jpg,0.8,0.466666667,0.5,4.74,51.90569217804336,water_filter/water_filter_03s.jpg,kitchen appliance,15,kitchen appliance,milp
corkscrew,mid,corkscrew_03s.jpg,images/corkscrew_03s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/corkscrew/corkscrew_03s.jpg,0.794871795,0.384615385,0.75,4.85,48.825940396843635,corkscrew/corkscrew_03s.jpg,kitchen tool,16,kitchen tool,milp
kettle,mid,kettle_10s.jpg,images/kettle_10s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/kettle/kettle_10s.jpg,0.794871795,0.3125,0.684210526,4.75,48.825940396843635,kettle/kettle_10s.jpg,kitchen tool,16,kitchen tool,milp
ladle,mid,ladle_11s.jpg,images/ladle_11s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/ladle/ladle_11s.jpg,0.794871795,0.142857143,0.894736842,4.9,48.825940396843635,ladle/ladle_11s.jpg,kitchen tool,16,kitchen tool,milp
nutcracker,mid,nutcracker_06s.jpg,images/nutcracker_06s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/nutcracker/nutcracker_06s.jpg,0.794871795,0.75,0.333333333,4.81,48.825940396843635,nutcracker/nutcracker_06s.jpg,kitchen tool,16,kitchen tool,milp
pepper_mill,mid,pepper_mill_06s.jpg,images/pepper_mill_06s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/pepper_mill/pepper_mill_06s.jpg,0.795454545,0.588235294,0.352941176,4.68,49.99233892591741,pepper_mill/pepper_mill_06s.jpg,kitchen tool,16,kitchen tool,milp
strainer,mid,strainer_12s.jpg,images/strainer_12s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/strainer/strainer_12s.jpg,0.795454545,0.411764706,0.294117647,4.46,49.99233892591741,strainer/strainer_12s.jpg,kitchen tool,16,kitchen tool,milp
pillbox,mid,pillbox_05s.jpg,images/pillbox_05s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/pillbox/pillbox_05s.jpg,0.794871795,0.25,0.176470588,4.96,48.825940396843635,pillbox/pillbox_05s.jpg,medical equipment,17,medical equipment,milp
stethoscope,mid,stethoscope_11s.jpg,images/stethoscope_11s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/stethoscope/stethoscope_11s.jpg,0.8,0.944444444,1.0,4.86,51.90569217804336,stethoscope/stethoscope_11s.jpg,medical equipment,17,medical equipment,milp
stretcher,mid,stretcher_04s.jpg,images/stretcher_04s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/stretcher/stretcher_04s.jpg,0.794871795,0.454545455,0.6875,4.56,48.825940396843635,stretcher/stretcher_04s.jpg,medical equipment,17,medical equipment,milp
syringe,mid,syringe_12s.jpg,images/syringe_12s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/syringe/syringe_12s.jpg,0.8,1.0,0.833333333,4.81,51.90569217804336,syringe/syringe_12s.jpg,medical equipment,17,medical equipment,milp
tweezers,mid,tweezers_05s.jpg,images/tweezers_05s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/tweezers/tweezers_05s.jpg,0.794871795,0.647058824,0.894736842,4.96,48.825940396843635,tweezers/tweezers_05s.jpg,medical equipment,17,medical equipment,milp
wheelchair,mid,wheelchair_06s.jpg,images/wheelchair_06s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/wheelchair/wheelchair_06s.jpg,0.8,0.909090909,1.0,4.93,51.90569217804336,wheelchair/wheelchair_06s.jpg,medical equipment,17,medical equipment,milp
accordion,mid,accordion_13s.jpg,images/accordion_13s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/accordion/accordion_13s.jpg,0.8,0.384615385,0.947368421,4.86,51.90569217804336,accordion/accordion_13s.jpg,musical instrument,18,musical instrument,milp
cymbal,mid,cymbal_06s.jpg,images/cymbal_06s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/cymbal/cymbal_06s.jpg,0.8,0.666666667,0.722222222,4.92,51.90569217804336,cymbal/cymbal_06s.jpg,musical instrument,18,musical instrument,milp
kazoo,mid,kazoo_07s.jpg,images/kazoo_07s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/kazoo/kazoo_07s.jpg,0.794871795,0.933333333,0.736842105,4.85,48.825940396843635,kazoo/kazoo_07s.jpg,musical instrument,18,musical instrument,milp
mandolin,mid,mandolin_03n.jpg,images/mandolin_03n.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/mandolin/mandolin_03n.jpg,0.8,0.25,0.294117647,4.76,51.90569217804336,mandolin/mandolin_03n.jpg,musical instrument,18,musical instrument,milp
triangle,mid,triangle_10s.jpg,images/triangle_10s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/triangle/triangle_10s.jpg,0.8,0.533333333,0.85,4.52,51.90569217804336,triangle/triangle_10s.jpg,musical instrument,18,musical instrument,milp
trombone,mid,trombone_14s.jpg,images/trombone_14s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/trombone/trombone_14s.jpg,0.794871795,0.375,0.5625,4.9,48.825940396843635,trombone/trombone_14s.jpg,musical instrument,18,musical instrument,milp
envelope,mid,envelope_01b.jpg,images/envelope_01b.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/envelope/envelope_01b.jpg,0.794871795,0.533333333,0.789473684,4.93,48.825940396843635,envelope/envelope_01b.jpg,office supply,19,office supply,milp
eraser,mid,eraser_08s.jpg,images/eraser_08s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/eraser/eraser_08s.jpg,0.8,0.785714286,0.666666667,4.74,51.90569217804336,eraser/eraser_08s.jpg,office supply,19,office supply,milp
folder,mid,folder_04s.jpg,images/folder_04s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/folder/folder_04s.jpg,0.794871795,0.5,1.0,4.93,48.825940396843635,folder/folder_04s.jpg,office supply,19,office supply,milp
pen,mid,pen_08s.jpg,images/pen_08s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/pen/pen_08s.jpg,0.794871795,0.888888889,0.705882353,4.92,48.825940396843635,pen/pen_08s.jpg,office supply,19,office supply,milp
scissors,mid,scissors_03s.jpg,images/scissors_03s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/scissors/scissors_03s.jpg,0.794871795,1.0,1.0,4.85,48.825940396843635,scissors/scissors_03s.jpg,office supply,19,office supply,milp
staple,mid,staple_02s.jpg,images/staple_02s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/staple/staple_02s.jpg,0.8,0.875,0.95,4.34,51.90569217804336,staple/staple_02s.jpg,office supply,19,office supply,milp
exhaust_pipe,mid,exhaust_pipe_06s.jpg,images/exhaust_pipe_06s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/exhaust_pipe/exhaust_pipe_06s.jpg,0.794871795,0.8,0.411764706,4.52,48.825940396843635,exhaust_pipe/exhaust_pipe_06s.jpg,part of car,20,part of car,milp
odometer,mid,odometer_15n.jpg,images/odometer_15n.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/odometer/odometer_15n.jpg,0.794871795,0.214285714,0.157894737,4.72,48.825940396843635,odometer/odometer_15n.jpg,part of car,20,part of car,milp
spark_plug,mid,spark_plug_04s.jpg,images/spark_plug_04s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/spark_plug/spark_plug_04s.jpg,0.795454545,0.470588235,0.631578947,4.66,49.99233892591741,spark_plug/spark_plug_04s.jpg,part of car,20,part of car,milp
speedometer,mid,speedometer_06s.jpg,images/speedometer_06s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/speedometer/speedometer_06s.jpg,0.794871795,0.866666667,0.789473684,4.78,48.825940396843635,speedometer/speedometer_06s.jpg,part of car,20,part of car,milp
steering_wheel,mid,steering_wheel_08s.jpg,images/steering_wheel_08s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/steering_wheel/steering_wheel_08s.jpg,0.8,0.875,0.947368421,4.86,51.90569217804336,steering_wheel/steering_wheel_08s.jpg,part of car,20,part of car,milp
windshield_wiper,mid,windshield_wiper_08s.jpg,images/windshield_wiper_08s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/windshield_wiper/windshield_wiper_08s.jpg,0.794871795,0.733333333,0.647058824,4.68,48.825940396843635,windshield_wiper/windshield_wiper_08s.jpg,part of car,20,part of car,milp
corn,mid,corn_17s.jpg,images/corn_17s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/corn/corn_17s.jpg,0.794871795,0.928571429,1.0,4.96,48.825940396843635,corn/corn_17s.jpg,plant,21,plant,milp
dandelion,mid,dandelion_01s.jpg,images/dandelion_01s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/dandelion/dandelion_01s.jpg,0.794871795,0.125,0.684210526,5.0,48.825940396843635,dandelion/dandelion_01s.jpg,plant,21,plant,milp
lavender,mid,lavender_09s.jpg,images/lavender_09s.jpg,/Users/chrisiyer/_Current/lab/code/vision-memory/memory_datasets/THINGS/object_images/lavender/lavender_09s.jpg,0.795454545,0.277777778,0.4375,4.52,49.99233892591741,lavender/lavender_09s.jpg,plant,21,plant,milp
